text,entities
co-operative,"[[0, 12, 'NAME']]"
Shangrila public,"[[0, 16, 'NAME']]"
Manmaiju secondary,"[[0, 18, 'NAME']]"
Om khadhya store,"[[0, 16, 'NAME']]"
Manamati,"[[0, 8, 'NAME']]"
Hygienic bakers,"[[0, 15, 'NAME']]"
Raluka Uccha Madhyamik Vidhyalayai,"[[0, 34, 'NAME']]"
Shree rastriya aadharbhut bidhyalaya,"[[0, 36, 'NAME']]"
Salim (सालिम भित्ता),"[[0, 20, 'NAME']]"
Jyoti life insurance,"[[0, 20, 'NAME']]"
Green of health science,"[[0, 23, 'NAME']]"
Kanibahal stone spout,"[[0, 21, 'NAME']]"
free clinic,"[[0, 11, 'NAME']]"
health city,"[[0, 11, 'NAME']]"
Lila,"[[0, 4, 'NAME']]"
ambassador,"[[0, 10, 'NAME']]"
मुली हेल्थ पाेष्ट,"[[0, 17, 'NAME']]"
Krishi bikash,"[[0, 13, 'NAME']]"
Domukha tourism area,"[[0, 20, 'NAME']]"
rodhee &,"[[0, 8, 'NAME']]"
solti and,"[[0, 9, 'NAME']]"
shambala,"[[0, 8, 'NAME']]"
The institute of chartered accountants of,"[[0, 41, 'NAME']]"
Wellness organic club,"[[0, 21, 'NAME']]"
See you,"[[0, 7, 'NAME']]"
Ward -08,"[[0, 8, 'NAME']]"
Doko resturant and,"[[0, 18, 'NAME']]"
municipality ward no. 13 ward,"[[0, 29, 'NAME']]"
Syabrubesi,"[[0, 10, 'NAME']]"
Jilla byusamrachhen karyalay,"[[0, 28, 'NAME']]"
times,"[[0, 5, 'NAME']]"
Indreni,"[[0, 7, 'NAME']]"
Dolphin education consultancy,"[[0, 29, 'NAME']]"
Global education foundation,"[[0, 27, 'NAME']]"
Hima gaunpalika,"[[0, 15, 'NAME']]"
Navodit,"[[0, 7, 'NAME']]"
mandali,"[[0, 7, 'NAME']]"
Public buses to,"[[0, 15, 'NAME']]"
Vyccu savings and credit co-operative,"[[0, 37, 'NAME']]"
Shree arpan english secondary boarding,"[[0, 38, 'NAME']]"
cottege,"[[0, 7, 'NAME']]"
Skynet cyber,"[[0, 12, 'NAME']]"
Triratna kirti bihar,"[[0, 20, 'NAME']]"
Golanjor-1,"[[0, 10, 'NAME']]"
Hch,"[[0, 3, 'NAME']]"
B.r.t engineering pvt.ltd.,"[[0, 26, 'NAME']]"
Alinas,"[[0, 6, 'NAME']]"
Dr.iwanura memorial and research center,"[[0, 39, 'NAME']]"
Balmindir primary,"[[0, 17, 'NAME']]"
Pashupati film hall,"[[0, 19, 'NAME']]"
Aadharbhut swastha kendra,"[[0, 25, 'NAME']]"
शनि मन्दिर,"[[0, 10, 'NAME']]"
Moon soon,"[[0, 9, 'NAME']]"
Gramthan-3,"[[0, 10, 'NAME']]"
Shree bal byabasaye kendra secondary,"[[0, 36, 'NAME']]"
Paradise girls,"[[0, 14, 'NAME']]"
Matt-tea land food garage,"[[0, 25, 'NAME']]"
Chan mashjid,"[[0, 12, 'NAME']]"
Nakhhu,"[[0, 6, 'NAME']]"
Cosmos of management and technology (block a),"[[0, 45, 'NAME']]"
Gambesi thakali kitchen,"[[0, 23, 'NAME']]"
Southpoint boarding high,"[[0, 24, 'NAME']]"
Shree janajyoti multiple 9 lalbandhi mp,"[[0, 39, 'NAME']]"
Nyatapole,"[[0, 9, 'NAME']]"
Osho trade centre,"[[0, 17, 'NAME']]"
Real food,"[[0, 9, 'NAME']]"
New oasis academy,"[[0, 17, 'NAME']]"
Websurfer: the broadband company,"[[0, 32, 'NAME']]"
Kumarwarti,"[[0, 10, 'NAME']]"
Kumarvarti,"[[0, 10, 'NAME']]"
Laxmi limited,"[[0, 13, 'NAME']]"
Aryal,"[[0, 5, 'NAME']]"
Laljhadi rural municipality ward 4,"[[0, 34, 'NAME']]"
Bal bhusan lower secondary,"[[0, 26, 'NAME']]"
Naag tyre repairing center,"[[0, 26, 'NAME']]"
education consultancy,"[[0, 21, 'NAME']]"
view guest house,"[[0, 16, 'NAME']]"
Prithvi higher secondary,"[[0, 24, 'NAME']]"
लोकेश्वोर मन्दिर,"[[0, 16, 'NAME']]"
Bishweshwar बिश्वेस्वोर महादेव,"[[0, 30, 'NAME']]"
Ganesh man singh memorial,"[[0, 25, 'NAME']]"
Kavre bhojanalaya and coffee,"[[0, 28, 'NAME']]"
Aakha chey,"[[0, 10, 'NAME']]"
brothers & corner,"[[0, 17, 'NAME']]"
Jhigu mart,"[[0, 10, 'NAME']]"
Phongashi,"[[0, 9, 'NAME']]"
Bhumekasthan-8,"[[0, 14, 'NAME']]"
Haktole,"[[0, 7, 'NAME']]"
Motorway sifal chiya pasal,"[[0, 26, 'NAME']]"
Jay kali khaja ghar,"[[0, 19, 'NAME']]"
Life insurance corporation corporate,"[[0, 36, 'NAME']]"
Chamunda traders and suppliers,"[[0, 30, 'NAME']]"
जिल्ला अस्पताल बैतडी,"[[0, 20, 'NAME']]"
Jyoti academy,"[[0, 13, 'NAME']]"
People's centroid academy,"[[0, 25, 'NAME']]"
99 market,"[[0, 9, 'NAME']]"
K.k. international,"[[0, 18, 'NAME']]"
दीप चराचुरुङ्गी तथा पशु आहार,"[[0, 28, 'NAME']]"
श्री भुमिराज प्रा बि शान्तिनगर,"[[0, 30, 'NAME']]"
Kotibinayak upavokta samiti,"[[0, 27, 'NAME']]"
Sabhagriha,"[[0, 10, 'NAME']]"
Kunwar,"[[0, 6, 'NAME']]"
G.m.b,"[[0, 5, 'NAME']]"
of brazil,"[[0, 9, 'NAME']]"
Agricultural development,"[[0, 24, 'NAME']]"
Progressive,"[[0, 11, 'NAME']]"
Mamta vidyalaya,"[[0, 15, 'NAME']]"
Ranibu,"[[0, 6, 'NAME']]"
Police sub station,"[[0, 18, 'NAME']]"
Ministry of peace and reconstruction,"[[0, 36, 'NAME']]"
Reasonable money changer,"[[0, 24, 'NAME']]"
Suman money exchange counter,"[[0, 28, 'NAME']]"
Camelliya english boarding,"[[0, 26, 'NAME']]"
united academy,"[[0, 14, 'NAME']]"
Pentagon international basketball court,"[[0, 39, 'NAME']]"
Rupandehi tours & travels,"[[0, 25, 'NAME']]"
Cherka & view point,"[[0, 19, 'NAME']]"
Siddhi ganesh auto workers,"[[0, 26, 'NAME']]"
Chirayo,"[[0, 7, 'NAME']]"
Tample,"[[0, 6, 'NAME']]"
Bahirigaun,"[[0, 10, 'NAME']]"
Shree sikhsa niketan uchhamadyamic bidhyalaya,"[[0, 45, 'NAME']]"
Doleshwor,"[[0, 9, 'NAME']]"
Action,"[[0, 6, 'NAME']]"
Mo:mo cha & stickfoods,"[[0, 22, 'NAME']]"
Kukhreni,"[[0, 8, 'NAME']]"
golden,"[[0, 6, 'NAME']]"
Sandar momo,"[[0, 11, 'NAME']]"
K.l mall,"[[0, 8, 'NAME']]"
rodhi ghar,"[[0, 10, 'NAME']]"
Shree Jwalamukhi Prathamik Vidhyalaya,"[[0, 37, 'NAME']]"
Gautam secondary,"[[0, 16, 'NAME']]"
Grace,"[[0, 5, 'NAME']]"
A one services,"[[0, 14, 'NAME']]"
Global dental care,"[[0, 18, 'NAME']]"
«the international society for krishna consciousness»,"[[0, 53, 'NAME']]"
Shree koteshwor saving and cooperative,"[[0, 38, 'NAME']]"
Shanti ban buddha,"[[0, 17, 'NAME']]"
New siddhababa mobile center,"[[0, 28, 'NAME']]"
संयोग राइस मिल,"[[0, 14, 'NAME']]"
Om stationery store,"[[0, 19, 'NAME']]"
baal,"[[0, 4, 'NAME']]"
Aryan mobile gallery,"[[0, 20, 'NAME']]"
Amar secondary boarding,"[[0, 23, 'NAME']]"
Tripursundari,"[[0, 13, 'NAME']]"
Tripureshwor surgical house,"[[0, 27, 'NAME']]"
yatayat bus station,"[[0, 19, 'NAME']]"
Electricty authority( bidhut pradhikaran),"[[0, 41, 'NAME']]"
S. k. auto workshop,"[[0, 19, 'NAME']]"
Gorkhaland medical hall,"[[0, 23, 'NAME']]"
Sumo station,"[[0, 12, 'NAME']]"
bus_station,"[[0, 11, 'NAME']]"
New horizon(+2 science building ),"[[0, 33, 'NAME']]"
Gyankunja,"[[0, 9, 'NAME']]"
momo,"[[0, 4, 'NAME']]"
N cell centre,"[[0, 13, 'NAME']]"
-pipaladi,"[[0, 9, 'NAME']]"
Tip top new gautam sweets,"[[0, 25, 'NAME']]"
house thakali,"[[0, 13, 'NAME']]"
Laligurans sunchadi pasal,"[[0, 25, 'NAME']]"
bhakta statue,"[[0, 13, 'NAME']]"
Infrastructure development,"[[0, 26, 'NAME']]"
Ganesh sthan,"[[0, 12, 'NAME']]"
Fluorescent secondary,"[[0, 21, 'NAME']]"
Sanjeevani health care center,"[[0, 29, 'NAME']]"
beautician training center,"[[0, 26, 'NAME']]"
Shekhar new home,"[[0, 16, 'NAME']]"
Vishwa niketan higher secondary,"[[0, 31, 'NAME']]"
Tilingatar,"[[0, 10, 'NAME']]"
Triyog makalu khaja ghar,"[[0, 24, 'NAME']]"
New quality,"[[0, 11, 'NAME']]"
Divya high,"[[0, 10, 'NAME']]"
Albert english boarding,"[[0, 23, 'NAME']]"
French buddhist association,"[[0, 27, 'NAME']]"
Kanjirowa,"[[0, 9, 'NAME']]"
Hathkhola filed,"[[0, 15, 'NAME']]"
Bhairawaha multiple,"[[0, 19, 'NAME']]"
Karmanasha,"[[0, 10, 'NAME']]"
Padma,"[[0, 5, 'NAME']]"
Shakyamuni buddha,"[[0, 17, 'NAME']]"
of the democratic people's republic of korea,"[[0, 44, 'NAME']]"
Minnath tempel,"[[0, 14, 'NAME']]"
Nuwakote naniko khaja ghar,"[[0, 26, 'NAME']]"
internet,"[[0, 8, 'NAME']]"
Unique guest house,"[[0, 18, 'NAME']]"
Sainamaina-8,"[[0, 12, 'NAME']]"
Western regional,"[[0, 16, 'NAME']]"
Janapriya multiple (bba building),"[[0, 33, 'NAME']]"
Kumarwarti football ground,"[[0, 26, 'NAME']]"
No name,"[[0, 7, 'NAME']]"
Mahakala,"[[0, 8, 'NAME']]"
Shining stars secondary boarding,"[[0, 32, 'NAME']]"
Khushi coffee house,"[[0, 19, 'NAME']]"
Jhol momo,"[[0, 9, 'NAME']]"
Ram mama ko ghar,"[[0, 16, 'NAME']]"
H r housing and oil store,"[[0, 25, 'NAME']]"
Kanthekhola-2,"[[0, 13, 'NAME']]"
Solu fm,"[[0, 7, 'NAME']]"
Tolichaur bajhang,"[[0, 17, 'NAME']]"
Shiva shree bidyapith gurukul,"[[0, 29, 'NAME']]"
Nepalese,"[[0, 8, 'NAME']]"
Hamro pathsala,"[[0, 14, 'NAME']]"
Rukha ko kasaudi kabab and,"[[0, 26, 'NAME']]"
Eia ca classes,"[[0, 14, 'NAME']]"
Shanti maharjan fchv home,"[[0, 25, 'NAME']]"
Makkhu,"[[0, 6, 'NAME']]"
Valley,"[[0, 6, 'NAME']]"
developmental,"[[0, 13, 'NAME']]"
Ghiring-3,"[[0, 9, 'NAME']]"
Shree indreswor primary,"[[0, 23, 'NAME']]"
N.m. store and,"[[0, 14, 'NAME']]"
Excelsior,"[[0, 9, 'NAME']]"
Indreni foodland,"[[0, 16, 'NAME']]"
Goethe zentrum,"[[0, 14, 'NAME']]"
Markandeya kera utpadak krishi sahakari sanstha limited,"[[0, 55, 'NAME']]"
Ward no. 3,"[[0, 10, 'NAME']]"
Nama buddha,"[[0, 11, 'NAME']]"
darshan,"[[0, 7, 'NAME']]"
Martyrs' memorial,"[[0, 17, 'NAME']]"
667,"[[0, 3, 'NAME']]"
Pani puri pasal,"[[0, 15, 'NAME']]"
Chahari kala kendra,"[[0, 19, 'NAME']]"
Charu medical store,"[[0, 19, 'NAME']]"
Marin-1,"[[0, 7, 'NAME']]"
pocket,"[[0, 6, 'NAME']]"
Corner shopping center,"[[0, 22, 'NAME']]"
capital limited,"[[0, 15, 'NAME']]"
Shree bajrayogini secondary english,"[[0, 35, 'NAME']]"
bich bazar tole,"[[0, 15, 'NAME']]"
Khotang haleshi furniture udhyog,"[[0, 32, 'NAME']]"
Bhawana and resturant,"[[0, 21, 'NAME']]"
New lalima thakali,"[[0, 18, 'NAME']]"
Himalayan valley english boarding,"[[0, 33, 'NAME']]"
Planning,"[[0, 8, 'NAME']]"
Sivapur,"[[0, 7, 'NAME']]"
Shine,"[[0, 5, 'NAME']]"
New drighayu secondary boarding,"[[0, 31, 'NAME']]"
बालकल्याण आधारभुत विद्यालय,"[[0, 26, 'NAME']]"
Jay sri raj devi boarding,"[[0, 25, 'NAME']]"
Sambhala resort and supermarket,"[[0, 31, 'NAME']]"
Rameshwor,"[[0, 9, 'NAME']]"
Narayani development ltd,"[[0, 24, 'NAME']]"
Mahindra,"[[0, 8, 'NAME']]"
university international center,"[[0, 31, 'NAME']]"
fashion industry pvt.ltd,"[[0, 24, 'NAME']]"
Lama mini mart,"[[0, 14, 'NAME']]"
Rca suppliers,"[[0, 13, 'NAME']]"
Book land,"[[0, 9, 'NAME']]"
Manandhar niwas,"[[0, 15, 'NAME']]"
Madhyanepal-4,"[[0, 13, 'NAME']]"
Fort 270,"[[0, 8, 'NAME']]"
Sunaulo bihani,"[[0, 14, 'NAME']]"
bhairavi devi,"[[0, 13, 'NAME']]"
Belkotgadhi-1,"[[0, 13, 'NAME']]"
Gundu temporary,"[[0, 15, 'NAME']]"
卡达藏布 karda zangbo,"[[0, 17, 'NAME']]"
chaudhary eye,"[[0, 13, 'NAME']]"
Trees,"[[0, 5, 'NAME']]"
Himali project,"[[0, 14, 'NAME']]"
Jyoti bikash limited,"[[0, 20, 'NAME']]"
Bhawani,"[[0, 7, 'NAME']]"
dental pvt. limited,"[[0, 19, 'NAME']]"
Changu primary,"[[0, 14, 'NAME']]"
Division forest,"[[0, 15, 'NAME']]"
Gargi academy,"[[0, 13, 'NAME']]"
श्री लमजुङ मा वि,"[[0, 16, 'NAME']]"
New horizon academy,"[[0, 19, 'NAME']]"
Shree bindha basini primary,"[[0, 27, 'NAME']]"
Tarakeshwor-4,"[[0, 13, 'NAME']]"
Nabin aaudhogik,"[[0, 15, 'NAME']]"
Parakhoppi bazaar पाराखोप्पी बजार,"[[0, 33, 'NAME']]"
Tarakeshwor-6,"[[0, 13, 'NAME']]"
Green (हरियाली पार्क),"[[0, 21, 'NAME']]"
Prathamik Vidhyalayai,"[[0, 21, 'NAME']]"
Dev training center,"[[0, 19, 'NAME']]"
Chhayanath municipal,"[[0, 20, 'NAME']]"
Indradhanush higher secondary,"[[0, 29, 'NAME']]"
Chhayanath -1,"[[0, 13, 'NAME']]"
Maglabare saldai ghar,"[[0, 21, 'NAME']]"
Marin-2,"[[0, 7, 'NAME']]"
Garg dental and biomed international pvt. ltd.,"[[0, 46, 'NAME']]"
Kunsa savings and credits cooperatives limited,"[[0, 46, 'NAME']]"
Shandar momo and stock food,"[[0, 27, 'NAME']]"
Kopila valley,"[[0, 13, 'NAME']]"
residential (grs),"[[0, 17, 'NAME']]"
Social academy,"[[0, 14, 'NAME']]"
Madimukunda secondary,"[[0, 21, 'NAME']]"
Helambu institute of driving training,"[[0, 37, 'NAME']]"
United,"[[0, 6, 'NAME']]"
Department of road,"[[0, 18, 'NAME']]"
valley water supply management board,"[[0, 36, 'NAME']]"
xenial,"[[0, 6, 'NAME']]"
Alpine secondary,"[[0, 16, 'NAME']]"
Toilet &female,"[[0, 14, 'NAME']]"
Sri,"[[0, 3, 'NAME']]"
Kavya,"[[0, 5, 'NAME']]"
Kageshwori -6,"[[0, 13, 'NAME']]"
Shree pashupati secondary,"[[0, 25, 'NAME']]"
Milestone international,"[[0, 23, 'NAME']]"
माछा पोखरी,"[[0, 10, 'NAME']]"
Boomgaard,"[[0, 9, 'NAME']]"
Mama's tea,"[[0, 10, 'NAME']]"
group,"[[0, 5, 'NAME']]"
rural awarness association,"[[0, 26, 'NAME']]"
Sls suppliers,"[[0, 13, 'NAME']]"
magar association,"[[0, 17, 'NAME']]"
Children's model high,"[[0, 21, 'NAME']]"
National life insurance company,"[[0, 31, 'NAME']]"
Life care,"[[0, 9, 'NAME']]"
National life insurance company limited,"[[0, 39, 'NAME']]"
Gadimai traders,"[[0, 15, 'NAME']]"
Alpine development,"[[0, 18, 'NAME']]"
Birat kshitiz,"[[0, 13, 'NAME']]"
Diyas,"[[0, 5, 'NAME']]"
Ban devi (वन देवी मंदिर),"[[0, 24, 'NAME']]"
namuna vidya sadan,"[[0, 18, 'NAME']]"
No 10 bn apf,"[[0, 12, 'NAME']]"
karnali khaja ghar,"[[0, 18, 'NAME']]"
indrashan,"[[0, 9, 'NAME']]"
Indradaha,"[[0, 9, 'NAME']]"
Mandandeupur-10,"[[0, 15, 'NAME']]"
Oxford boarding,"[[0, 15, 'NAME']]"
Bajrayogini furniture factory,"[[0, 29, 'NAME']]"
The gyawali residence kapilvastu,"[[0, 32, 'NAME']]"
Naulo jyoti english,"[[0, 19, 'NAME']]"
Little buddha of health science,"[[0, 31, 'NAME']]"
Kodku,"[[0, 5, 'NAME']]"
everest view and,"[[0, 16, 'NAME']]"
Shree sec riptikot 3 palpa,"[[0, 26, 'NAME']]"
National kidney center,"[[0, 22, 'NAME']]"
Bhachaa river,"[[0, 13, 'NAME']]"
Oyo 11460 romantica,"[[0, 19, 'NAME']]"
Siddhi pharma,"[[0, 13, 'NAME']]"
मज्जित,"[[0, 6, 'NAME']]"
wheels,"[[0, 6, 'NAME']]"
Une maison au népal,"[[0, 19, 'NAME']]"
Chitwan forest resort,"[[0, 21, 'NAME']]"
Maharajgunj-11,"[[0, 14, 'NAME']]"
balbikash kendra,"[[0, 16, 'NAME']]"
Jilla prasasan karyalaye,"[[0, 24, 'NAME']]"
Shree sangameswori,"[[0, 18, 'NAME']]"
New and corner,"[[0, 14, 'NAME']]"
Vidya byayam english high,"[[0, 25, 'NAME']]"
Venus high,"[[0, 10, 'NAME']]"
Kaji man lower secondary,"[[0, 24, 'NAME']]"
Pingal,"[[0, 6, 'NAME']]"
suites,"[[0, 6, 'NAME']]"
Gopal poulty farm,"[[0, 17, 'NAME']]"
Everest limited,"[[0, 15, 'NAME']]"
Sumeru securities,"[[0, 17, 'NAME']]"
Hermann helmers,"[[0, 15, 'NAME']]"
Congress,"[[0, 8, 'NAME']]"
Perfect radhe radhe driving,"[[0, 27, 'NAME']]"
Trijyoti higher secondary,"[[0, 25, 'NAME']]"
Yellow pomelo,"[[0, 13, 'NAME']]"
dudh suppliers,"[[0, 14, 'NAME']]"
Phaju niwas,"[[0, 11, 'NAME']]"
Manra-1,"[[0, 7, 'NAME']]"
Shree bagwasori,"[[0, 15, 'NAME']]"
shitoryu subukan karate association,"[[0, 35, 'NAME']]"
Unique girls,"[[0, 12, 'NAME']]"
-27,"[[0, 3, 'NAME']]"
Darechowk,"[[0, 9, 'NAME']]"
Japhe,"[[0, 5, 'NAME']]"
Tilicho lake,"[[0, 12, 'NAME']]"
Yakety yak,"[[0, 10, 'NAME']]"
Silkroad internatinal collage,"[[0, 29, 'NAME']]"
Maitinagar,"[[0, 10, 'NAME']]"
Sahayoginagar,"[[0, 13, 'NAME']]"
Sainamaina memorial,"[[0, 19, 'NAME']]"
Ashirvad boarding,"[[0, 17, 'NAME']]"
Sharmilas paradise guesthouse,"[[0, 29, 'NAME']]"
Siloo (newari khaja ghar),"[[0, 25, 'NAME']]"
Rayners high,"[[0, 12, 'NAME']]"
Embassay of japan,"[[0, 17, 'NAME']]"
Rbb branch sindhuli,"[[0, 19, 'NAME']]"
Civil trade centre,"[[0, 18, 'NAME']]"
Survey belbari,"[[0, 14, 'NAME']]"
latteshwor,"[[0, 10, 'NAME']]"
phoksundo national,"[[0, 18, 'NAME']]"
Namuna of fashion technology,"[[0, 28, 'NAME']]"
international clinic + canadian consulate,"[[0, 41, 'NAME']]"
Ankuran education center,"[[0, 24, 'NAME']]"
Sky rider hseb block a,"[[0, 22, 'NAME']]"
pachamama,"[[0, 9, 'NAME']]"
shanker,"[[0, 7, 'NAME']]"
Suva,"[[0, 4, 'NAME']]"
Hillside of engineering,"[[0, 23, 'NAME']]"
बामरुक,"[[0, 6, 'NAME']]"
New ghasa thakali kitchen house,"[[0, 31, 'NAME']]"
academy of tourism and management (nathm),"[[0, 41, 'NAME']]"
Chhabi medical,"[[0, 14, 'NAME']]"
Jhochen site (wireman-vijay),"[[0, 28, 'NAME']]"
Royal guest house,"[[0, 17, 'NAME']]"
Tinau-2,"[[0, 7, 'NAME']]"
Gulmeli,"[[0, 7, 'NAME']]"
Iec international electronics concern,"[[0, 37, 'NAME']]"
Swalamban,"[[0, 9, 'NAME']]"
Sworojgar,"[[0, 9, 'NAME']]"
Ekta publication,"[[0, 16, 'NAME']]"
Prathamik vidyalaya,"[[0, 19, 'NAME']]"
Tinau-1,"[[0, 7, 'NAME']]"
Bateswor,"[[0, 8, 'NAME']]"
Cycle work,"[[0, 10, 'NAME']]"
Momotarou,"[[0, 9, 'NAME']]"
मुसिवान स्वास्थ ईकाइ शितगङ्गा नगरपालिका-१३ मुसिवान,"[[0, 50, 'NAME']]"
Guraitar,"[[0, 8, 'NAME']]"
Mandandeupur-9,"[[0, 14, 'NAME']]"
झिगु पाहाँ छें नेवा किचेन बार एंड स्नूकर हाउस,"[[0, 45, 'NAME']]"
Padmavati maha bihar,"[[0, 20, 'NAME']]"
dudh,"[[0, 4, 'NAME']]"
Cozy inn,"[[0, 8, 'NAME']]"
Ibaha bahi,"[[0, 10, 'NAME']]"
can move,"[[0, 8, 'NAME']]"
Durghat,"[[0, 7, 'NAME']]"
Vision montessori,"[[0, 17, 'NAME']]"
Guest house,"[[0, 11, 'NAME']]"
prayer house,"[[0, 12, 'NAME']]"
shangri-la,"[[0, 10, 'NAME']]"
Global education counselling centre,"[[0, 35, 'NAME']]"
bhit near to simleti /soil erosion,"[[0, 34, 'NAME']]"
Himalayan yoga academy,"[[0, 22, 'NAME']]"
Prasuti griha,"[[0, 13, 'NAME']]"
Monkey restro &,"[[0, 15, 'NAME']]"
Nakha,"[[0, 5, 'NAME']]"
Maw enterprises (yamaha),"[[0, 24, 'NAME']]"
Yamaha service center,"[[0, 21, 'NAME']]"
One tree hill,"[[0, 13, 'NAME']]"
Aakikrit samudhyak icdc,"[[0, 23, 'NAME']]"
Bfc foodland,"[[0, 12, 'NAME']]"
Gyanganga pathsala -04,"[[0, 22, 'NAME']]"
Gurkha resturant,"[[0, 16, 'NAME']]"
Monkey home stay real position,"[[0, 30, 'NAME']]"
Gyankanj,"[[0, 8, 'NAME']]"
Ours resturant and,"[[0, 18, 'NAME']]"
Coffee time,"[[0, 11, 'NAME']]"
All football association (anfa),"[[0, 31, 'NAME']]"
5 warda karyalay (),"[[0, 19, 'NAME']]"
Baleshwor,"[[0, 9, 'NAME']]"
Belkotgadhi-10,"[[0, 14, 'NAME']]"
city plaza pvt ltd,"[[0, 18, 'NAME']]"
Nepali isai mandali,"[[0, 19, 'NAME']]"
Janata books and stationery,"[[0, 27, 'NAME']]"
Shri Kalidhunga Uchha Uccha Madhyamik Vidhyalaya,"[[0, 48, 'NAME']]"
Trishakti party palaces,"[[0, 23, 'NAME']]"
Dhanush,"[[0, 7, 'NAME']]"
Bharat medical,"[[0, 14, 'NAME']]"
primary health center,"[[0, 21, 'NAME']]"
Sumitra khaja ghar,"[[0, 18, 'NAME']]"
It stores,"[[0, 9, 'NAME']]"
camp resort,"[[0, 11, 'NAME']]"
Forward microfinance,"[[0, 20, 'NAME']]"
Ichangunarayan,"[[0, 14, 'NAME']]"
Suddhodhan-5,"[[0, 12, 'NAME']]"
Bal boarding,"[[0, 12, 'NAME']]"
Shanti arghakhanchi,"[[0, 19, 'NAME']]"
Krushko sandesh mandali,"[[0, 23, 'NAME']]"
B&b dudh,"[[0, 8, 'NAME']]"
Motherland academy secondary,"[[0, 28, 'NAME']]"
Kcc,"[[0, 3, 'NAME']]"
Horizon english,"[[0, 15, 'NAME']]"
Divya gyan,"[[0, 10, 'NAME']]"
international ( management ),"[[0, 28, 'NAME']]"
Sky blue,"[[0, 8, 'NAME']]"
भेडावारि शहरी स्वास्थ चौकि,"[[0, 26, 'NAME']]"
Shree mansingh dharma secondary,"[[0, 31, 'NAME']]"
crystal house,"[[0, 13, 'NAME']]"
Richa saha shiksha sadan,"[[0, 24, 'NAME']]"
Taleju boutique,"[[0, 15, 'NAME']]"
Shree baalbidya indulakhe aadharbhut,"[[0, 36, 'NAME']]"
Japanese,"[[0, 8, 'NAME']]"
Best hr solutions pvt. ltd.,"[[0, 27, 'NAME']]"
Koyla restro &,"[[0, 14, 'NAME']]"
education and soul developing boarding,"[[0, 38, 'NAME']]"
Bhatbhatini store,"[[0, 17, 'NAME']]"
-khya,"[[0, 5, 'NAME']]"
Kumar,"[[0, 5, 'NAME']]"
Sitamai,"[[0, 7, 'NAME']]"
Oskar,"[[0, 5, 'NAME']]"
Indian cultural centre,"[[0, 22, 'NAME']]"
Whiz kids international,"[[0, 23, 'NAME']]"
Royal mahendra,"[[0, 14, 'NAME']]"
Krishi samagri company limited,"[[0, 30, 'NAME']]"
the royal,"[[0, 9, 'NAME']]"
Heavenly padma english acedemy,"[[0, 30, 'NAME']]"
emergency block,"[[0, 15, 'NAME']]"
Sojourn resort,"[[0, 14, 'NAME']]"
Chatterbox laphing,"[[0, 18, 'NAME']]"
Phatuwa -3,"[[0, 10, 'NAME']]"
Shikali,"[[0, 7, 'NAME']]"
Multi cuisine and,"[[0, 17, 'NAME']]"
Lunch place jeep stops at from to,"[[0, 33, 'NAME']]"
Bob marley and khaja ghar,"[[0, 25, 'NAME']]"
Budhanikantha entry,"[[0, 19, 'NAME']]"
Kogate,"[[0, 6, 'NAME']]"
Radhe liquor,"[[0, 12, 'NAME']]"
Trishakti banquet,"[[0, 17, 'NAME']]"
Naghdaha,"[[0, 8, 'NAME']]"
Commission for the investigation of abuse of authority (ciaa),"[[0, 61, 'NAME']]"
Bakular,"[[0, 7, 'NAME']]"
काफ्ले टोल,"[[0, 10, 'NAME']]"
Royal spa and massage,"[[0, 21, 'NAME']]"
Department of transportation management,"[[0, 39, 'NAME']]"
A.k. overseas,"[[0, 13, 'NAME']]"
The excel public,"[[0, 16, 'NAME']]"
Shree pasupati shiksha sudhuli,"[[0, 30, 'NAME']]"
Chetana sadan secondary,"[[0, 23, 'NAME']]"
Maha gadhimai academy,"[[0, 21, 'NAME']]"
beginner's academy,"[[0, 18, 'NAME']]"
municipality ward no 5,"[[0, 22, 'NAME']]"
Drivertol police,"[[0, 16, 'NAME']]"
Pics,"[[0, 4, 'NAME']]"
B n b,"[[0, 5, 'NAME']]"
New and,"[[0, 7, 'NAME']]"
Live,"[[0, 4, 'NAME']]"
L. n.,"[[0, 5, 'NAME']]"
"Hill top ""gol ghar""","[[0, 19, 'NAME']]"
Path pradarshak,"[[0, 15, 'NAME']]"
surgical house,"[[0, 14, 'NAME']]"
Satyam xavier english,"[[0, 21, 'NAME']]"
hills,"[[0, 5, 'NAME']]"
Khusbu mo:mo center,"[[0, 19, 'NAME']]"
Koteshwor boys,"[[0, 14, 'NAME']]"
Patko,"[[0, 5, 'NAME']]"
Prime life insurance,"[[0, 20, 'NAME']]"
Machapuchhre,"[[0, 12, 'NAME']]"
Dinkhuwa,"[[0, 8, 'NAME']]"
न:त्वा: पलेस्वाँ पुखु,"[[0, 21, 'NAME']]"
Nimboo,"[[0, 6, 'NAME']]"
everest montessori,"[[0, 18, 'NAME']]"
Ceci,"[[0, 4, 'NAME']]"
जि.वि.स.को कार्यालय,"[[0, 19, 'NAME']]"
Training centre,"[[0, 15, 'NAME']]"
of technology,"[[0, 13, 'NAME']]"
Shree santoshimata,"[[0, 18, 'NAME']]"
Sahid sukraraj brikshya,"[[0, 23, 'NAME']]"
khaja and khana ghar,"[[0, 20, 'NAME']]"
